OBJECTID,ADDRKEY,PRCLID,BLUSAGECUBICFT,METERSZ,LATITUDE,LONGITUDE,Market_val,EDU,EDU_GALLONS,BILLED_GALLONS,Number_of_Baths,Number_of_Half_Baths,Number_of_Beds,USAGE_CLASSIFICATION,PARCEL_RATIO,USAGE_BINARY_RESULT,OBJECTID_1,Shape,Add_FULL_BEXAR,Add_CITY,Add_STATE,Add_ZIP,Add_ADDRKEY,Add_PARCELKEY,Add_STNOSORTAS,Add_LATITUDE,Add_LONGITUDE,Comm_SRVTYPE,Comm_PRCLKEY,Comm_ADDRKEY,PropertySquareFootage,BCAD_Residential_Footprint,Houses,Num_Rooms,PercentImperviousCover,ResidentialFootprintClass,PropertySizeClass,ImperviousCoverClass,PerviousCoverPercentage,PerviousCoverClass,PressureZoneString,MULTI_LABEL
526113,386163,502330,12000.0,1.0,29.53354,-98.512,375120,2.0,211700,89760.0,3,1,5,LOW_USAGE,18.95151903,0,316453,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386163,339091,1301,13741859.36,2123668.715,RESIDENT,339091,386163,19964.96839,4012.001953,1,0,20.09520814,B,A,A,79.90479279,D,1012,HIGH_USAGE
526114,386164,502322,4400.0,0.75,29.532870000000006,-98.5121,260710,1.5,158775,32912.0,2,0,4,LOW_USAGE,13.056453,0,316454,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386164,337557,1302,13741617.67,2123614.24,RESIDENT,337557,386164,19216.54633,3743.996094,1,0,19.48318927,B,A,A,80.51680756,D,1012,LOW_USAGE
526115,386165,502323,13800.0,1.0,29.53313,-98.5124,343960,2.0,211700,103224.0,2,1,4,LOW_USAGE,16.88311969,0,316455,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386165,337558,1308,13741711.9,2123536.57,RESIDENT,337558,386165,21652.41919,3844.994141,1,0,17.75780391,B,A,A,82.24219513,D,1012,HIGH_USAGE
526116,386166,502324,15200.0,1.5,29.53337,-98.5127,360230,5.0,529250,113696.0,2,1,3,LOW_USAGE,17.68172522,0,316456,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386166,337559,1314,13741798.8,2123440.745,RESIDENT,337559,386166,19805.41597,4179.001953,1,0,21.10029882,B,A,A,78.89970398,D,1012,HIGH_USAGE
526117,386167,502331,11200.0,0.75,29.53378,-98.5122,237830,1.5,158775,83776.0,2,0,3,LOW_USAGE,11.6018392,0,316457,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386167,339092,1315,13741946.43,2123586.425,RESIDENT,339092,386167,21419.33802,2915.0,1,0,13.60919743,B,A,A,86.39080048,E,1012,HIGH_USAGE
526118,386168,502325,11700.0,1.5,29.5336,-98.513,279890,5.0,529250,87516.0,3,0,4,LOW_USAGE,13.73827297,0,316458,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386168,339086,1320,13741878.71,2123348.105,RESIDENT,339086,386168,19771.71407,3226.001953,1,0,16.31624826,B,A,A,83.68375397,E,1012,HIGH_USAGE
526119,386169,502332,12900.0,1.0,29.53404,-98.5125,387690,2.0,211700,96492.0,3,0,5,LOW_USAGE,18.91231989,0,316459,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386169,339093,1321,13742040.2,2123493.235,RESIDENT,339093,386169,20737.35545,3257.003906,1,0,15.70597521,B,A,A,84.29402161,E,1012,HIGH_USAGE
526120,386170,502326,9000.0,1.0,29.53382,-98.5133,432000,2.0,211700,67320.0,4,0,4,LOW_USAGE,21.20452292,0,316460,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386170,339087,1326,13741960.8,2123256.386,RESIDENT,339087,386170,19715.9653,5379.0,1,0,27.28245824,C,A,B,72.71754456,D,1012,MEDIUM
526121,386171,502333,19500.0,1.0,29.53425,-98.5128,372560,2.0,211700,145860.0,3,0,4,LOW_USAGE,17.47609468,0,316461,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386171,339094,1327,13742117.84,2123398.395,RESIDENT,339094,386171,20073.18077,4116.994140999999,1,0,20.5099241,B,A,A,79.49007416,D,1012,HIGH_USAGE
526122,386172,502327,14200.0,0.75,29.53404,-98.5135,290620,1.5,158775,106216.0,2,0,3,LOW_USAGE,15.50480402,0,316462,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386172,339088,1332,13742038.41,2123168.115,RESIDENT,339088,386172,18098.06085,3577.0,1,0,19.76454843,B,A,A,80.23545074,D,1012,HIGH_USAGE
526123,386173,502334,12500.0,1.0,29.53447,-98.5131,377380,2.0,211700,93500.0,2,1,4,LOW_USAGE,19.17541547,0,316463,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386173,339095,1333,13742197.26,2123307.765,RESIDENT,339095,386173,19558.16753,4045.998047,1,0,20.68699964,B,A,A,79.31300354,D,1012,HIGH_USAGE
526124,386174,502328,11200.0,1.0,29.534240000000004,-98.5138,348180,2.0,211700,83776.0,3,0,3,LOW_USAGE,19.41961358,0,316464,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386174,339089,1338,13742111.38,2123085.28,RESIDENT,339089,386174,17343.0009,3251.996094,1,0,18.75105763,B,A,A,81.24893951,D,1012,HIGH_USAGE
526125,386175,502335,10300.0,1.0,29.53469,-98.5134,234910,2.0,211700,77044.0,3,0,3,LOW_USAGE,11.45939556,0,316465,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386175,339096,1339,13742276.27,2123214.855,RESIDENT,339096,386175,20808.18895,2996.0,1,0,14.3981776,B,A,A,85.6018219,E,1012,MEDIUM
526126,386176,502336,7400.0,0.75,29.53492,-98.5137,383770,1.5,158775,55352.0,2,1,4,LOW_USAGE,18.83717538,0,316466,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386176,339097,1345,13742359.36,2123120.72,RESIDENT,339097,386176,20517.12927,4004.996094,1,0,19.52025569,B,A,A,80.47974396,D,1012,MEDIUM
526127,386177,502337,8700.0,1.0,29.535120000000006,-98.5139,346210,2.0,211700,65076.0,3,0,4,LOW_USAGE,21.35954843,0,316467,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386177,339098,1351,13742433.2,2123046.99,RESIDENT,339098,386177,16067.42486,2311.994141,1,0,14.38932598,A,A,A,85.610672,E,1012,MEDIUM
526128,386179,523150,6900.0,1.0,29.5364,-98.5159,342230,2.0,211700,51612.0,3,1,3,LOW_USAGE,13.56677559,0,316468,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386179,324477,1503,13742893.61,2122425.08,RESIDENT,324477,386179,18927.43487,3345.998047,1,0,17.67803228,B,A,A,82.32196808,D,1012,MEDIUM
526129,386180,523151,9800.0,0.75,29.53661,-98.5161,360000,1.5,158775,73304.0,3,0,5,LOW_USAGE,25.08944387,0,316469,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386180,324478,1507,13742972.12,2122347.984,RESIDENT,324478,386180,14204.4756,3416.998047,1,0,24.05578456,B,A,A,75.94421387,D,1012,MEDIUM
526130,386181,502358,14500.0,0.75,29.53635,-98.5168,235850,1.5,158775,108460.0,2,0,4,LOW_USAGE,14.39992283,0,316470,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386181,340962,1510,13742874.11,2122128.785,RESIDENT,340962,386181,16206.20691,3051.0,1,0,18.82612025,B,A,A,81.17388153,D,1012,HIGH_USAGE
526131,386182,523119,7700.0,0.75,29.53682,-98.5163,326000,1.5,158775,57596.0,2,1,3,LOW_USAGE,16.08755419,0,316471,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386182,328301,1511,13743046.87,2122280.327,RESIDENT,328301,386182,20323.67066,3467.998047,1,0,17.06383706,B,A,A,82.93616486,D,1012,MEDIUM
526132,386183,502359,20200.0,0.75,29.53655,-98.517,292400,1.5,158775,151096.0,2,0,3,LOW_USAGE,16.77725656,0,316472,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386183,340963,1514,13742947.94,2122054.165,RESIDENT,340963,386183,17253.86677,3192.003906,1,0,18.50022345,B,A,A,81.49977875,D,1012,HIGH_USAGE
526133,386184,523118,8000.0,1.0,29.53703,-98.5166,298000,2.0,211700,59840.0,3,0,4,LOW_USAGE,15.59411593,0,316473,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386184,328300,1515,13743121.78,2122206.404,RESIDENT,328300,386184,18684.21078,3842.996094,1,0,20.56814782,B,A,A,79.43185425,D,1012,MEDIUM
526134,386185,502360,15000.0,0.625,29.53675,-98.5173,352730,1.0,105850,112200.0,3,1,4,HIGH_USAGE,19.30750256,1,316474,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386185,340964,1518,13743019.38,2121980.185,RESIDENT,340964,386185,17945.55475,2074.001953,1,0,11.55719053,A,A,A,88.44281006,E,1012,HIGH_USAGE
526135,386186,523117,24300.0,1.0,29.53722,-98.5168,440000,2.0,211700,181764.0,3,0,4,LOW_USAGE,23.94739237,0,316475,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386186,328299,1519,13743191.0,2122127.085,RESIDENT,328299,386186,18450.46691,4437.0,1,0,24.0481719,B,A,A,75.951828,D,1012,HIGH_USAGE
526136,386187,502361,13600.0,0.625,29.53694,-98.5175,242810,1.0,105850,101728.0,2,1,3,LOW_USAGE,13.29077396,0,316476,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386187,340965,1522,13743089.68,2121899.62,RESIDENT,340965,386187,18800.45002,3289.005859,1,0,17.49429326,B,A,A,82.50570679,D,1012,HIGH_USAGE
526137,386188,523116,15200.0,1.0,29.53741,-98.517,265520,2.0,211700,113696.0,2,1,3,LOW_USAGE,14.45116278,0,316477,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386188,328298,1523,13743260.59,2122048.275,RESIDENT,328298,386188,18521.87885,3075.001953,1,0,16.60199799,B,A,A,83.39800262,D,1012,HIGH_USAGE
526138,386189,502362,8300.0,1.0,29.53713,-98.5178,263930,2.0,211700,62084.0,2,0,3,LOW_USAGE,15.17025308,0,316478,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386189,340966,1526,13743156.5,2121821.91,RESIDENT,340966,386189,16454.20534,3699.998047,1,0,22.48664077,B,A,A,77.51335907,D,1012,MEDIUM
526139,386190,523115,7300.0,1.0,29.53762,-98.5173,417760,2.0,211700,54604.0,3,1,5,LOW_USAGE,23.87465759,0,316479,0,SPANISH OAKS,SAN ANTONIO,TX,78213,386190,328297,1527,13743336.38,2121972.446,RESIDENT,328297,386190,19299.64539,2858.498047,1,0,14.81114284,B,A,A,85.18885803,E,1012,MEDIUM
526368,386508,537499,8600.0,0.75,29.53326,-98.5067,199950,1.5,158775,64328.0,3,0,5,LOW_USAGE,18.51641947,0,316707,0,SPENT WING,SAN ANTONIO,TX,78213,386508,346357,1004,13741763.88,2125352.485,RESIDENT,346357,386508,10573.76623,2736.0,1,0,25.87535928,B,A,B,74.12464142,D,1012,MEDIUM
526369,386509,537475,5800.0,0.75,29.53373,-98.5067,174140,1.5,158775,43384.0,2,0,4,LOW_USAGE,17.55689203,0,316708,0,SPENT WING,SAN ANTONIO,TX,78213,386509,354922,1005,13741936.69,2125332.741,RESIDENT,354922,386509,10132.75916,2931.994141,1,0,28.93579225,B,A,B,71.06420898,C,1012,MEDIUM
526370,386510,537500,11400.0,0.75,29.53327,-98.507,198590,1.5,158775,85272.0,2,0,3,LOW_USAGE,18.39047633,0,316709,0,SPENT WING,SAN ANTONIO,TX,78213,386510,346358,1010,13741768.01,2125262.02,RESIDENT,346358,386510,10764.2237,2603.996094,1,0,24.19121123,B,A,A,75.80879211,D,1012,HIGH_USAGE
526371,386511,537476,8400.0,0.75,29.53374,-98.507,210370,1.5,158775,62832.0,2,1,4,LOW_USAGE,21.20962086,0,316710,0,SPENT WING,SAN ANTONIO,TX,78213,386511,354923,1011,13741940.33,2125255.61,RESIDENT,354923,386511,9927.566353,3097.0,1,0,31.19596374,B,A,B,68.804039,C,1012,MEDIUM
526372,386512,537501,9200.0,0.75,29.53328,-98.5072,185330,1.5,158775,68816.0,2,0,4,LOW_USAGE,17.16253073,0,316711,0,SPENT WING,SAN ANTONIO,TX,78213,386512,346359,1014,13741772.15,2125171.125,RESIDENT,346359,386512,10435.07784,2841.0,1,0,27.2254797,B,A,B,72.77452087,D,1012,MEDIUM
526373,386513,537477,2400.0,0.75,29.53375,-98.5072,172830,1.5,158775,17952.0,2,0,4,LOW_USAGE,17.4248171,0,316712,0,SPENT WING,SAN ANTONIO,TX,78213,386513,354924,1015,13741944.18,2125176.305,RESIDENT,354924,386513,10032.9852,1563.998047,1,0,15.58856128,A,A,A,84.41143799,E,1012,LOW_USAGE
526374,386514,537502,11400.0,0.75,29.53329,-98.5075,200070,1.5,158775,85272.0,2,0,3,LOW_USAGE,18.5275321,0,316713,0,SPENT WING,SAN ANTONIO,TX,78213,386514,346360,1018,13741776.23,2125081.76,RESIDENT,346360,386514,10551.1051,2377.001953,1,0,22.52846438,A,A,A,77.47153473,D,1012,HIGH_USAGE
526375,386515,537478,2900.0,0.75,29.53377,-98.5075,184000,1.5,158775,21692.0,2,0,3,LOW_USAGE,18.55098274,0,316714,0,SPENT WING,SAN ANTONIO,TX,78213,386515,354925,1019,13741947.98,2125098.295,RESIDENT,354925,386515,9945.039944,2633.998047,1,0,26.48554517,B,A,B,73.51445770000002,D,1012,LOW_USAGE
526376,386516,537503,19000.0,0.75,29.53331,-98.5078,214190,1.5,158775,142120.0,2,1,3,LOW_USAGE,19.83511821,0,316715,0,SPENT WING,SAN ANTONIO,TX,78213,386516,346361,1022,13741780.38,2124991.005,RESIDENT,346361,386516,10644.02123,1597.003906,1,0,15.00376476,A,A,A,84.99623871,E,1012,HIGH_USAGE
526377,386517,537479,11200.0,0.625,29.53378,-98.5077,211740,1.0,105850,83776.0,2,0,3,LOW_USAGE,21.34774503,0,316716,0,SPENT WING,SAN ANTONIO,TX,78213,386517,354926,1023,13741951.8,2125018.04,RESIDENT,354926,386517,10212.64744,2739.998047,1,0,26.8294589,B,A,B,73.17053986,D,1012,HIGH_USAGE
526378,386518,537504,6100.0,0.75,29.53332,-98.5081,222550,1.5,158775,45628.0,2,0,3,LOW_USAGE,19.22138824,0,316717,0,SPENT WING,SAN ANTONIO,TX,78213,386518,346362,1026,13741785.13,2124886.77,RESIDENT,346362,386518,11453.66127,2404.005859,1,0,20.9889729,A,A,A,79.01102448,D,1012,MEDIUM
526379,386519,537480,3900.0,0.75,29.533790000000003,-98.508,201240,1.5,158775,29172.0,2,0,4,LOW_USAGE,21.92612582,0,316718,0,SPENT WING,SAN ANTONIO,TX,78213,386519,354927,1027,13741955.89,2124934.41,RESIDENT,354927,386519,9004.437868,1894.0,1,0,21.03407262,A,A,A,78.96592712,D,1012,LOW_USAGE
526380,386520,537505,5600.0,0.625,29.533340000000006,-98.5085,127740,1.0,105850,41888.0,2,0,5,LOW_USAGE,13.47659415,0,316719,0,SPENT WING,SAN ANTONIO,TX,78213,386520,346363,1102,13741790.95,2124759.4,RESIDENT,346363,386520,10956.35042,2672.994141,1,0,24.39675656,B,A,A,75.60324097,D,1012,MEDIUM
526381,386521,537482,8300.0,0.75,29.5338,-98.5083,262410,1.5,158775,62084.0,2,0,2,LOW_USAGE,25.5258673,0,316720,0,SPENT WING,SAN ANTONIO,TX,78213,386521,354929,1103,13741961.12,2124823.325,RESIDENT,354929,386521,9559.341826,3145.994141,1,0,32.91015425,B,A,B,67.08984375,C,1012,MEDIUM
526382,386522,537483,11700.0,0.75,29.53382,-98.5086,220000,1.5,158775,87516.0,2,0,4,LOW_USAGE,18.67099834,0,316721,0,SPENT WING,SAN ANTONIO,TX,78213,386522,354930,1105,13741965.14,2124732.829,RESIDENT,354930,386522,12520.2992,3380.003906000001,1,0,26.99619116,B,A,B,73.00380707,D,1012,HIGH_USAGE
526383,386523,537506,10300.0,0.75,29.53335,-98.5088,215970,1.5,158775,77044.0,1,1,4,LOW_USAGE,21.16989317,0,316722,0,SPENT WING,SAN ANTONIO,TX,78213,386523,346364,1106,13741795.44,2124661.86,RESIDENT,346364,386523,9750.551729,2032.0,1,0,20.83984637,A,A,A,79.16015625,D,1012,MEDIUM
526384,386524,537484,14300.0,0.75,29.53383,-98.5089,190450,1.5,158775,106964.0,2,0,3,LOW_USAGE,18.06665452,0,316723,0,SPENT WING,SAN ANTONIO,TX,78213,386524,354931,1107,13741969.16,2124635.875,RESIDENT,354931,386524,11348.38134,2406.0,1,0,21.20126147,A,A,A,78.79873657,D,1012,HIGH_USAGE
526385,386525,537507,6400.0,0.75,29.53336,-98.5091,216950,1.5,158775,47872.0,3,0,4,LOW_USAGE,21.2659551,0,316724,0,SPENT WING,SAN ANTONIO,TX,78213,386525,346722,1110,13741799.29,2124578.925,RESIDENT,346722,386525,9841.774874,2214.003906,1,0,22.49598202,A,A,A,77.50402069,D,1012,MEDIUM
526386,386526,537485,4700.0,0.75,29.53384,-98.5092,267560,1.5,158775,35156.0,2,0,4,LOW_USAGE,25.38153891,0,316725,0,SPENT WING,SAN ANTONIO,TX,78213,386526,354932,1111,13741973.15,2124548.72,RESIDENT,354932,386526,10563.1606,2991.001953,1,0,28.31540734,B,A,B,71.68459320000002,C,1012,LOW_USAGE
526387,386527,537508,8100.0,0.75,29.53337,-98.5094,300330,1.5,158775,60588.0,3,0,4,LOW_USAGE,29.43906106,0,316726,0,SPENT WING,SAN ANTONIO,TX,78213,386527,355330,1114,13741803.12,2124492.051,RESIDENT,355330,386527,10447.94329,2144.996094,1,0,20.53031908,A,A,A,79.46968079,D,1012,MEDIUM
526388,386528,537486,10400.0,0.75,29.53385,-98.5095,224190,1.5,158775,77792.0,2,0,3,LOW_USAGE,23.372816600000004,0,316727,0,SPENT WING,SAN ANTONIO,TX,78213,386528,354933,1115,13741977.09,2124466.325,RESIDENT,354933,386528,9996.908783,2316.998047,1,0,23.17714503,A,A,A,76.82285309,D,1012,MEDIUM
526389,386529,537509,10400.0,0.75,29.53335,-98.5097,167500,1.5,158775,77792.0,2,0,3,LOW_USAGE,17.52630306,0,316728,0,SPENT WING,SAN ANTONIO,TX,78213,386529,355331,1118,13741794.95,2124398.51,RESIDENT,355331,386529,8617.680333,2317.005859,1,0,26.8866536,A,A,B,73.11334991,D,1012,MEDIUM
526390,386530,537510,11600.0,0.75,29.53338,-98.51,221200,1.5,158775,86768.0,1,1,2,LOW_USAGE,16.24457217,0,316729,0,SPENT WING,SAN ANTONIO,TX,78213,386530,355332,1122,13741803.22,2124307.71,RESIDENT,355332,386530,12413.40459,2042.003906,1,0,16.44999075,A,A,A,83.55001068,E,1012,HIGH_USAGE
541952,403745,502300,10100.0,1.0,29.53187,-98.5159,263940,2.0,211700,75548.0,3,1,4,LOW_USAGE,17.02987254,0,331264,0,SUNFLOWER,SAN ANTONIO,TX,78213,403745,337177,10102,13741248.9,2122431.375,RESIDENT,337177,403745,14739.79632,4059.001953,1,0,27.5377072,B,A,B,72.46229553,D,1012,MEDIUM
541953,403746,502338,12900.0,1.0,29.532190000000003,-98.5163,232740,2.0,211700,96492.0,2,0,4,LOW_USAGE,17.24096549,0,331265,0,SUNFLOWER,SAN ANTONIO,TX,78213,403746,339099,10103,13741365.21,2122288.266,RESIDENT,339099,403746,13663.39715,2720.001953,1,0,19.90721578,B,A,A,80.09278107,D,1012,HIGH_USAGE
541954,403747,502313,5800.0,0.75,29.532120000000006,-98.5157,275110,1.5,158775,43384.0,2,1,3,LOW_USAGE,21.79315585,0,331266,0,SUNFLOWER,SAN ANTONIO,TX,78213,403747,337190,10108,13741339.07,2122497.715,RESIDENT,337190,403747,12584.60454,2919.0,1,0,23.19500777,B,A,A,76.80499268,D,1012,MEDIUM
541955,403748,502339,7800.0,0.625,29.53241,-98.5161,337420,1.0,105850,58344.0,2,0,3,LOW_USAGE,24.99547382,0,331267,0,SUNFLOWER,SAN ANTONIO,TX,78213,403748,339100,10109,13741443.49,2122360.51,RESIDENT,339100,403748,13668.543119999998,3107.001953,1,0,22.73103962,B,A,A,77.26895905,D,1012,MEDIUM
541956,403749,502301,10300.0,1.0,29.53232,-98.5154,253070,2.0,211700,77044.0,2,0,3,LOW_USAGE,20.24281459,0,331268,0,SUNFLOWER,SAN ANTONIO,TX,78213,403749,337178,10114,13741413.62,2122565.21,RESIDENT,337178,403749,12509.58241,2508.005859,1,0,20.0486777,B,A,A,79.95132446,D,1012,MEDIUM
541957,403750,502340,5600.0,0.625,29.53263,-98.5159,318550,1.0,105850,41888.0,3,0,4,LOW_USAGE,23.59761776,0,331269,0,SUNFLOWER,SAN ANTONIO,TX,78213,403750,339101,10115,13741524.18,2122432.4,RESIDENT,339101,403750,14017.01275,2931.0,1,0,20.91030415,B,A,A,79.08969879,D,1012,MEDIUM
541958,403751,502302,7300.0,0.75,29.53254,-98.5152,271490,1.5,158775,54604.0,2,1,4,LOW_USAGE,20.11149661,0,331270,0,SUNFLOWER,SAN ANTONIO,TX,78213,403751,337179,10120,13741491.26,2122636.32,RESIDENT,337179,403751,13892.57889,3258.503906,1,0,23.4549966,B,A,A,76.5450058,D,1012,MEDIUM
541959,403752,502342,8800.0,0.625,29.53286,-98.5156,309980,1.0,105850,65824.0,2,0,3,LOW_USAGE,22.9627674,0,331271,0,SUNFLOWER,SAN ANTONIO,TX,78213,403752,339460,10121,13741607.21,2122505.26,RESIDENT,339460,403752,14200.28711,3508.001953,1,0,24.70373961,B,A,A,75.29625702,D,1012,MEDIUM
541960,403754,502303,7100.0,0.625,29.532770000000006,-98.515,347460,1.0,105850,53108.0,2,1,3,LOW_USAGE,25.94854919,0,331272,0,SUNFLOWER,SAN ANTONIO,TX,78213,403754,337180,10202,13741575.46,2122708.885,RESIDENT,337180,403754,13742.53516,3237.001953,1,0,23.55462013,B,A,A,76.44538116,D,1012,MEDIUM
541961,403755,502343,21500.0,1.0,29.53309,-98.5154,403000,2.0,211700,160820.0,2,1,2,LOW_USAGE,29.85352365,0,331273,0,SUNFLOWER,SAN ANTONIO,TX,78213,403755,339461,10203,13741690.25,2122578.21,RESIDENT,339461,403755,14081.09496,4258.998047,1,0,30.24621351,B,A,B,69.75378418,C,1012,HIGH_USAGE
541962,403756,502304,13100.0,0.75,29.533,-98.5148,251120,1.5,158775,97988.0,2,1,3,LOW_USAGE,19.25491632,0,331274,0,SUNFLOWER,SAN ANTONIO,TX,78213,403756,337181,10208,13741659.15,2122776.146,RESIDENT,337181,403756,13005.68019,3265.003906,1,0,25.10444559,B,A,B,74.89555359,D,1012,HIGH_USAGE
541963,403757,502344,6400.0,1.0,29.53332,-98.5152,248740,2.0,211700,47872.0,2,0,3,LOW_USAGE,16.71629,0,331275,0,SUNFLOWER,SAN ANTONIO,TX,78213,403757,339462,10209,13741775.14,2122653.97,RESIDENT,339462,403757,15127.18749,3322.496094,1,0,21.96373977,B,A,A,78.03626251,D,1012,MEDIUM
541964,403759,523147,8400.0,1.0,29.53481,-98.5147,370420,2.0,211700,62832.0,1,1,3,LOW_USAGE,18.7099518,0,331276,0,SUNFLOWER,SAN ANTONIO,TX,78213,403759,328684,10315,13742318.79,2122810.77,RESIDENT,328684,403759,19281.35727,3234.0,1,0,16.77267816,B,A,A,83.22732544,D,1012,MEDIUM
541965,403760,523148,10000.0,1.0,29.53515,-98.5146,346330,2.0,211700,74800.0,3,0,4,LOW_USAGE,15.84108944,0,331277,0,SUNFLOWER,SAN ANTONIO,TX,78213,403760,328685,10321,13742440.69,2122837.21,RESIDENT,328685,403760,22023.31045,4087.0,1,0,18.55760972,B,A,A,81.44239044,D,1012,MEDIUM
541966,403762,527349,17100.0,0.75,29.53557,-98.5138,405010,1.5,158775,127908.0,3,0,3,LOW_USAGE,26.64875388,0,331278,0,SUNFLOWER,SAN ANTONIO,TX,78213,403762,360548,10402,13742595.25,2123085.35,RESIDENT,360548,403762,15706.07051,2858.496094,1,0,18.19994436,B,A,A,81.80005646,D,1012,HIGH_USAGE
541967,403763,527298,4800.0,1.0,29.53562,-98.5144,367750,2.0,211700,35904.0,3,0,4,LOW_USAGE,23.1742474,0,331279,0,SUNFLOWER,SAN ANTONIO,TX,78213,403763,362733,10403,13742612.46,2122895.975,RESIDENT,362733,403763,16506.77352,3797.505859,1,0,23.00574279,B,A,A,76.99425507,D,1012,LOW_USAGE
541968,403764,527348,3100.0,0.75,29.53583,-98.5138,246020,1.5,158775,23188.0,2,1,3,LOW_USAGE,16.39431657,0,331280,0,SUNFLOWER,SAN ANTONIO,TX,78213,403764,360547,10406,13742691.69,2123097.56,RESIDENT,360547,403764,14711.74672,3079.996094,1,0,20.93562479,B,A,A,79.06437683,D,1012,LOW_USAGE
541969,403765,527297,16000.0,0.75,29.53592,-98.5144,315990,1.5,158775,119680.0,3,0,4,LOW_USAGE,20.65527401,0,331281,0,SUNFLOWER,SAN ANTONIO,TX,78213,403765,362732,10407,13742720.46,2122901.535,RESIDENT,362732,403765,15189.80672,3591.0,1,0,23.6408538,B,A,A,76.35914612,D,1012,HIGH_USAGE
541970,403766,523171,9900.0,1.0,29.53628,-98.5137,325910,2.0,211700,74052.0,2,0,3,LOW_USAGE,23.16366593,0,331282,0,SUNFLOWER,SAN ANTONIO,TX,78213,403766,324432,10410,13742853.2,2123104.018,RESIDENT,324432,403766,14825.71885,3898.001953,1,0,26.29216157,B,A,B,73.70783997,D,1012,MEDIUM
541971,403767,527296,8000.0,1.0,29.53619,-98.5144,348000,2.0,211700,59840.0,4,0,4,LOW_USAGE,22.74766719,0,331283,0,SUNFLOWER,SAN ANTONIO,TX,78213,403767,361571,10411,13742821.16,2122906.0,RESIDENT,361571,403767,15640.806880000002,3130.492188,1,0,20.01490211,B,A,A,79.98509979,D,1012,MEDIUM
541972,403768,523170,26200.0,1.0,29.53657,-98.5137,344800,2.0,211700,195976.0,2,0,3,LOW_USAGE,24.62824774,0,331284,0,SUNFLOWER,SAN ANTONIO,TX,78213,403768,324431,10502,13742959.09,2123107.97,RESIDENT,324431,403768,14169.99627,3355.0,1,0,23.67678816,B,A,A,76.32321167,D,1012,HIGH_USAGE
541973,403769,527295,6900.0,0.75,29.53647,-98.5143,204610,1.5,158775,51612.0,2,0,3,LOW_USAGE,13.37471317,0,331285,0,SUNFLOWER,SAN ANTONIO,TX,78213,403769,361570,10503,13742921.85,2122910.485,RESIDENT,361570,403769,15201.45768,2727.998047,1,0,17.94563458,B,A,A,82.05436707,D,1012,MEDIUM
541974,403770,523169,38600.0,1.0,29.53684,-98.5137,310940,2.0,211700,288728.0,3,0,4,HIGH_USAGE,22.2097081,1,331286,0,SUNFLOWER,SAN ANTONIO,TX,78213,403770,324430,10506,13743058.58,2123113.61,RESIDENT,324430,403770,13692.94865,3496.0,1,0,25.53138911,B,A,B,74.46861267,D,1012,HIGH_USAGE
541975,403771,527294,20700.0,1.0,29.53675,-98.5143,242500,2.0,211700,154836.0,2,0,3,LOW_USAGE,17.07679134,0,331287,0,SUNFLOWER,SAN ANTONIO,TX,78213,403771,361569,10507,13743022.77,2122914.966,RESIDENT,361569,403771,15707.26785,2958.003906,1,0,18.83207146,B,A,A,81.16793059999998,D,1012,HIGH_USAGE
541976,403772,523168,6000.0,1.0,29.53713,-98.5137,326030,2.0,211700,44880.0,2,0,4,LOW_USAGE,19.98563129,0,331288,0,SUNFLOWER,SAN ANTONIO,TX,78213,403772,324429,10510,13743161.4,2123116.43,RESIDENT,324429,403772,15503.21643,3167.998047,1,0,20.4344567,B,A,A,79.56554413,D,1012,MEDIUM
541977,403773,527293,4400.0,1.0,29.537090000000006,-98.5143,305350,2.0,211700,32912.0,2,0,3,LOW_USAGE,16.71404731,0,331289,0,SUNFLOWER,SAN ANTONIO,TX,78213,403773,361568,10511,13743149.27,2122919.145,RESIDENT,361568,403773,18171.80587,3017.996094,1,0,16.60812423,B,A,A,83.39187622,D,1012,LOW_USAGE
